filename,image_path,latitude,longitude,heading,camera_point,index_right,property_id,FULLADDR,parcel_geom,parcel_centroid_proj,parcel_rep_pt_proj,distance_boundary_ft,distance_centroid_ft,bearing_to_parcel_deg,angle_diff_deg,match_score,camera_point_wkt,parcel_geom_wkt,parcel_centroid_proj_wkt,parcel_rep_pt_proj_wkt,geometry_wkt
Run 10_Camera 4 360_83_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 10_Camera 4 360_83_3.jpg,39.29403333333333,-76.65601027777778,355.3012335,POINT (1409689.102903339 592859.5666814805),77885,2205 047,2446 LAURETTA AVE,"POLYGON ((1409686.5110980147 592887.6130199862, 1409686.2607298328 592892.6024609932, 1409683.1313836738 592956.5226019276, 1409682.8917675137 592961.5233069429, 1409668.791284674 592960.8223784623, 1409672.1715110021 592891.9025565155, 1409672.4213671656 592886.9023634983, 1409686.5110980147 592887.6130199862))",POINT (1409677.649859044 592924.218246146),POINT (1409677.632866928 592924.5625314604),28.16584027533478,65.65818332333598,349.99186586033784,5.3093676396621845,33.475207914996965,POINT (1409689.102903 592859.566681),"POLYGON ((1409686.511098 592887.61302, 1409686.26073 592892.602461, 1409683.131384 592956.522602, 1409682.891768 592961.523307, 1409668.791285 592960.822378, 1409672.171511 592891.902557, 1409672.421367 592886.902363, 1409686.511098 592887.61302))",POINT (1409677.649859 592924.218246),POINT (1409677.632867 592924.562531),"POLYGON ((1409689.102903 592859.566681, 1409624.695708 592972.490165, 1409734.207163 592981.491272, 1409689.102903 592859.566681))"
Run 10_Camera 4 360_84_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 10_Camera 4 360_84_1.jpg,39.29403472222222,-76.65597527777778,355.4859056,POINT (1409699.0066295404 592860.1098853343),77884,2205 046,2444 LAURETTA AVE,"POLYGON ((1409700.3709408033 592888.3026844626, 1409700.1210846445 592893.3023654763, 1409696.751098314 592962.2226994168, 1409682.8917675137 592961.5233069429, 1409683.1313836738 592956.5226019276, 1409686.2607298328 592892.6024609932, 1409686.5110980147 592887.6130199862, 1409700.3709408033 592888.3026844626))",POINT (1409691.627419306 592924.9168295882),POINT (1409691.6271869733 592924.912483702),28.090156336924068,65.22570633745998,353.5033873796698,1.9825182203302347,30.072674557254302,POINT (1409699.00663 592860.109885),"POLYGON ((1409700.370941 592888.302684, 1409700.121085 592893.302365, 1409696.751098 592962.222699, 1409682.891768 592961.523307, 1409683.131384 592956.522602, 1409686.26073 592892.602461, 1409686.511098 592887.61302, 1409700.370941 592888.302684))",POINT (1409691.627419 592924.91683),POINT (1409691.627187 592924.912484),"POLYGON ((1409699.00663 592860.109885, 1409634.963735 592973.240375, 1409744.503634 592981.888466, 1409699.00663 592860.109885))"
Run 11_Camera 4 360_30_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 11_Camera 4 360_30_1.jpg,39.311141666666664,-76.6173861111111,175.585134,POINT (1420594.3136712927 599134.4536581828),19146,0388 017,25 W NORTH AVE,"POLYGON ((1420595.383309927 598917.2342201923, 1420589.0232419635 599028.7841947525, 1420588.8532578568 599031.7840033603, 1420566.9033014365 599030.534210578, 1420567.073285541 599027.5338899733, 1420573.2730973954 598918.984236012, 1420573.4430815014 598915.9941554265, 1420595.383309927 598917.2342201923))",POINT (1420581.1452066656 598973.8915405086),POINT (1420581.181110899 598973.2590629926),102.81475641293383,161.10121691857228,184.65761357454272,9.072479574542712,111.88723598747654,POINT (1420594.313671 599134.453658),"POLYGON ((1420595.38331 598917.23422, 1420589.023242 599028.784195, 1420588.853258 599031.784003, 1420566.903301 599030.534211, 1420567.073286 599027.53389, 1420573.273097 598918.984236, 1420573.443082 598915.994155, 1420595.38331 598917.23422))",POINT (1420581.145207 598973.891541),POINT (1420581.181111 598973.259063),"POLYGON ((1420594.313671 599134.453658, 1420658.160543 599021.212425, 1420548.605832 599012.754055, 1420594.313671 599134.453658))"
Run 11_Camera 4 360_35_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 11_Camera 4 360_35_1.jpg,39.31113472222222,-76.61756166666666,176.0194458,POINT (1420544.6509393072 599131.7161232093),19147,0388 018,27 W NORTH AVE,"POLYGON ((1420573.4430815014 598915.9941554265, 1420573.2730973954 598918.984236012, 1420567.073285541 599027.5338899733, 1420566.9033014365 599030.534210578, 1420546.913281403 599029.3939858597, 1420547.0730255186 599026.3941772671, 1420553.2733493778 598917.834283301, 1420553.4433334738 598914.833962691, 1420573.4430815014 598915.9941554265))",POINT (1420560.1728729059 598972.6884806526),POINT (1420560.1730434368 598972.6892066395),102.28492239303303,159.783358081444,174.4252029564875,1.5942428435124896,103.87916523654552,POINT (1420544.650939 599131.716123),"POLYGON ((1420573.443082 598915.994155, 1420573.273097 598918.984236, 1420567.073286 599027.53389, 1420566.903301 599030.534211, 1420546.913281 599029.393986, 1420547.073026 599026.394177, 1420553.273349 598917.834283, 1420553.443333 598914.833963, 1420573.443082 598915.994155))",POINT (1420560.172873 598972.688481),POINT (1420560.173043 598972.689207),"POLYGON ((1420544.650939 599131.716123, 1420607.637597 599017.994177, 1420498.021918 599010.366486, 1420544.650939 599131.716123))"
Run 12_Camera 4 360_102_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_102_1.jpg,39.297733055555554,-76.65337916666667,265.6638,POINT (1410428.6382078927 594209.9358545172),83064,2350 022,810 N BENTALOU ST,"POLYGON ((1410388.9414177649 594173.0230904063, 1410388.0710171568 594191.3030301161, 1410293.2014940225 594186.4630908578, 1410294.0514146206 594168.8026712876, 1410386.9313053596 594172.932978347, 1410388.9414177649 594173.0230904063))",POINT (1410341.3390184962 594179.9109570212),POINT (1410341.0731717143 594179.7430906321),44.6416745805624,92.31816147930479,250.97560809389236,14.688191906107619,59.32986648667002,POINT (1410428.638208 594209.935855),"POLYGON ((1410388.941418 594173.02309, 1410388.071017 594191.30303, 1410293.201494 594186.463091, 1410294.051415 594168.802671, 1410386.931305 594172.932978, 1410388.941418 594173.02309))",POINT (1410341.339018 594179.910957),POINT (1410341.073172 594179.743091),"POLYGON ((1410428.638208 594209.935855, 1410315.309421 594146.244521, 1410307.001475 594255.810742, 1410428.638208 594209.935855))"
Run 12_Camera 4 360_112_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_112_1.jpg,39.29800888888889,-76.65339694444445,265.870435,POINT (1410423.2255845964 594310.3837831811),83068,2350 026,818 N BENTALOU ST,"POLYGON ((1410384.8710138618 594302.2826366347, 1410384.071269288 594319.0931360401, 1410382.0713968854 594318.9932959742, 1410289.1807541656 594314.3934848118, 1410289.9810107253 594297.5927134141, 1410382.871141449 594302.1827965727, 1410384.8710138618 594302.2826366347))",POINT (1410337.0306791307 594308.3402907618),POINT (1410337.0260596827 594308.3380607232),38.69620984351228,86.21912542765065,268.6404882750988,2.770053275098803,41.46626311861108,POINT (1410423.225585 594310.383783),"POLYGON ((1410384.871014 594302.282637, 1410384.071269 594319.093136, 1410382.071397 594318.993296, 1410289.180754 594314.393485, 1410289.981011 594297.592713, 1410382.871141 594302.182797, 1410384.871014 594302.282637))",POINT (1410337.030679 594308.340291),POINT (1410337.02606 594308.338061),"POLYGON ((1410423.225585 594310.383783, 1410309.667835 594247.101579, 1410301.755089 594356.69705, 1410423.225585 594310.383783))"
Run 12_Camera 4 360_139_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_139_1.jpg,39.29853027777778,-76.65377361111112,176.4654644,POINT (1410315.9078423723 594499.8852587675),83076,2350 034,834 N BENTALOU ST,"POLYGON ((1410378.761313547 594430.6431106048, 1410377.7910728718 594450.9229227244, 1410282.9107977422 594446.173095488, 1410283.8810384327 594425.9526754005, 1410376.761441141 594430.5427585393, 1410378.761313547 594430.6431106048))",POINT (1410330.8597597966 594438.4238087857),POINT (1410330.8366012352 594438.4081030465),51.99517667100043,63.25400911031118,166.35081960517243,10.11464479482757,62.109821465828,POINT (1410315.907842 594499.885259),"POLYGON ((1410378.761314 594430.643111, 1410377.791073 594450.922923, 1410282.910798 594446.173095, 1410283.881038 594425.952675, 1410376.761441 594430.542759, 1410378.761314 594430.643111))",POINT (1410330.85976 594438.423809),POINT (1410330.836601 594438.408103),"POLYGON ((1410315.907842 594499.885259, 1410378.007333 594385.676444, 1410268.335598 594378.902278, 1410315.907842 594499.885259))"
Run 12_Camera 4 360_157_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_157_1.jpg,39.29850722222222,-76.65440972222223,177.81559168,POINT (1410135.9201183019 594490.8055811787),83117,2350 075,2313 W LAFAYETTE AVE,"POLYGON ((1410155.1109662275 594345.662863971, 1410155.0213661655 594347.6627363722, 1410150.64120313 594437.5428185578, 1410150.5413630628 594439.5421789719, 1410130.1012949396 594438.5227862837, 1410134.5812980356 594346.6331036846, 1410134.671410103 594344.6327192807, 1410155.1109662275 594345.662863971))",POINT (1410142.610344821 594392.091040651),POINT (1410142.5856852245 594392.602777465),51.92805817559086,98.9409907090448,176.11697468456674,1.6986169954332695,53.62667517102413,POINT (1410135.920118 594490.805581),"POLYGON ((1410155.110966 594345.662864, 1410155.021366 594347.662736, 1410150.641203 594437.542819, 1410150.541363 594439.542179, 1410130.101295 594438.522786, 1410134.581298 594346.633104, 1410134.67141 594344.632719, 1410155.110966 594345.662864))",POINT (1410142.610345 594392.091041),POINT (1410142.585685 594392.602777),"POLYGON ((1410135.920118 594490.805581, 1410195.311382 594375.165286, 1410085.510482 594370.977085, 1410135.920118 594490.805581))"
Run 12_Camera 4 360_184_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_184_3.jpg,39.30191444444444,-76.59438305555555,266.126824,POINT (1427117.942640425 595801.7139380686),39729,1194 082,1000 N BROADWAY ,"POLYGON ((1427017.5245899365 595847.053397006, 1426941.6144306473 595842.8037943133, 1426943.6347838028 595811.853388064, 1427019.1445590311 595815.6636946544, 1427017.5245899365 595847.053397006))",POINT (1426980.563082414 595829.3626293958),POINT (1426980.4722380913 595829.2337444839),99.77803664084446,140.1341967236859,281.3202419324733,15.193417932473324,114.97145457331779,POINT (1427117.94264 595801.713938),"POLYGON ((1427017.52459 595847.053397, 1426941.614431 595842.803794, 1426943.634784 595811.853388, 1427019.144559 595815.663695, 1427017.52459 595847.053397))",POINT (1426980.563082 595829.362629),POINT (1426980.472238 595829.233744),"POLYGON ((1427117.94264 595801.713938, 1427004.102851 595738.940517, 1426996.680604 595848.570299, 1427117.94264 595801.713938))"
Run 12_Camera 4 360_186_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_186_1.jpg,39.29890388888889,-76.65499972222223,264.7201136,POINT (1409968.4039751193 594634.6523348283),83299,2358 019,900 N WHEELER AVE,"POLYGON ((1409839.631342994 594650.6229185194, 1409840.631279698 594629.4030742293, 1409930.521089815 594633.7827252646, 1409929.5513611333 594654.262729414, 1409927.550976729 594654.1731293509, 1409841.6312153891 594650.7027905878, 1409839.631342994 594650.6229185194))",POINT (1409884.8154026777 594642.0034390397),POINT (1409885.0752594299 594642.202821892),37.892865024573325,83.91119219717764,275.1774814626915,10.457367862691513,48.35023288726484,POINT (1409968.403975 594634.652335),"POLYGON ((1409839.631343 594650.622919, 1409840.63128 594629.403074, 1409930.52109 594633.782725, 1409929.551361 594654.262729, 1409927.550977 594654.173129, 1409841.631215 594650.702791, 1409839.631343 594650.622919))",POINT (1409884.815403 594642.003439),POINT (1409885.075259 594642.202822),"POLYGON ((1409968.403975 594634.652335, 1409856.139536 594569.10315, 1409846.028196 594678.517681, 1409968.403975 594634.652335))"
Run 12_Camera 4 360_196_3 (2).jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_196_3 (2).jpg,39.29917888888889,-76.65501527777778,267.453436,POINT (1409963.6232483448 594734.7992459404),83303,2358 023,908 N WHEELER AVE,"POLYGON ((1409926.7312631332 594714.1129815357, 1409925.7610224355 594734.6728576891, 1409835.8609723141 594730.422742679, 1409836.8010049865 594710.4629306471, 1409926.7312631332 594714.1129815357))",POINT (1409881.510527084 594722.4275931511),POINT (1409881.2957315457 594722.2678621074),37.82609457828364,83.03948931421729,261.3452248254836,6.108211174516384,43.93430575280002,POINT (1409963.623248 594734.799246),"POLYGON ((1409926.731263 594714.112982, 1409925.761022 594734.672858, 1409835.860972 594730.422743, 1409836.801005 594710.462931, 1409926.731263 594714.112982))",POINT (1409881.510527 594722.427593),POINT (1409881.295732 594722.267862),"POLYGON ((1409963.623248 594734.799246, 1409848.360662 594674.678233, 1409843.478518 594784.450468, 1409963.623248 594734.799246))"
Run 12_Camera 4 360_196_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_196_3.jpg,39.30224888888888,-76.5944036111111,266.0585714,POINT (1427111.5844801383 595923.5029337988),39724,1194 077,1012 N BROADWAY ,"POLYGON ((1427014.164331702 595911.9642581373, 1427013.3343791515 595927.9437813882, 1426925.3046654083 595923.023458258, 1426925.5447935616 595919.183457496, 1426931.7046670124 595910.4436158509, 1426932.7348113009 595907.4135992537, 1427014.164331702 595911.9642581373))",POINT (1426971.1096645084 595917.6973012354),POINT (1426971.0328537798 595915.5738578166),97.88750784592975,140.59473388328814,266.7711397278059,0.7125683278059114,98.60007617373566,POINT (1427111.58448 595923.502934),"POLYGON ((1427014.164332 595911.964258, 1427013.334379 595927.943781, 1426925.304665 595923.023458, 1426925.544794 595919.183457, 1426931.704667 595910.443616, 1426932.734811 595907.413599, 1427014.164332 595911.964258))",POINT (1426971.109665 595917.697301),POINT (1426971.032854 595915.573858),"POLYGON ((1427111.58448 595923.502934, 1426997.819549 595860.593948, 1426990.266713 595970.21481, 1427111.58448 595923.502934))"
Run 12_Camera 4 360_218_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_218_3.jpg,39.30285833333333,-76.5944425,265.6902306,POINT (1427099.5933617996 596145.4322801472),39711,1194 064,1038 N BROADWAY ,"POLYGON ((1427003.2146924303 596122.9236608432, 1427002.2644197908 596141.253776541, 1426912.3346736345 596137.8136456824, 1426913.4441782956 596119.4835299789, 1427003.2146924303 596122.9236608432))",POINT (1426957.8118542691 596130.3712593524),POINT (1426957.807020013 596130.3686532627),97.41474610562149,142.5792068465713,263.93554584478693,1.754684755213077,99.16943086083457,POINT (1427099.593362 596145.43228),"POLYGON ((1427003.214692 596122.923661, 1427002.26442 596141.253777, 1426912.334674 596137.813646, 1426913.444178 596119.48353, 1427003.214692 596122.923661))",POINT (1426957.811854 596130.371259),POINT (1426957.80702 596130.368653),"POLYGON ((1427099.593362 596145.43228, 1426986.235206 596081.793232, 1426977.977804 596191.363274, 1427099.593362 596145.43228))"
Run 12_Camera 4 360_23_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_23_3.jpg,39.311105,-76.61845027777777,176.281225,POINT (1420293.2642292362 599119.8382279631),19128,0387 019,131 W NORTH AVE,"POLYGON ((1420265.768140999 598837.4656200585, 1420377.923043595 598843.614232001, 1420368.6025895758 599015.9242828517, 1420368.4433574735 599018.9240914613, 1420178.7529512665 599008.0640526982, 1420120.85162761 599004.7533306532, 1420130.2954736962 598830.0443033071, 1420188.2131813657 598833.2139693374, 1420265.768140999 598837.4656200585))",POINT (1420249.4485561403 598924.3356828187),POINT (1420249.3858664709 598924.1837813271),105.04623053779473,200.35233556608725,192.64027121927074,16.359046219270738,121.40527675706547,POINT (1420293.264229 599119.838228),"POLYGON ((1420265.768141 598837.46562, 1420377.923044 598843.614232, 1420368.60259 599015.924283, 1420368.443357 599018.924091, 1420178.752951 599008.064053, 1420120.851628 599004.753331, 1420130.295474 598830.044303, 1420188.213181 598833.213969, 1420265.768141 598837.46562))",POINT (1420249.448556 598924.335683),POINT (1420249.385866 598924.183781),"POLYGON ((1420293.264229 599119.838228, 1420355.730646 599005.82969, 1420246.081261 598998.702901, 1420293.264229 599119.838228))"
Run 12_Camera 4 360_34_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_34_1.jpg,39.29584944444444,-76.6532763888889,266.13608675,POINT (1410460.3304339815 593523.97711141),82982,2349 001,2300 ARUNAH AVE,"POLYGON ((1410392.5812410852 593562.0328861139, 1410397.8010843755 593468.6225632264, 1410423.7712656073 593469.8928361024, 1410418.551422318 593563.3528230176, 1410392.5812410852 593562.0328861139))",POINT (1410408.1773541456 593515.9761638575),POINT (1410408.176937364 593515.9628611081),39.51824722170529,52.763234340882065,261.263888036945,4.872198713055013,44.3904459347603,POINT (1410460.330434 593523.977111),"POLYGON ((1410392.581241 593562.032886, 1410397.801084 593468.622563, 1410423.771266 593469.892836, 1410418.551422 593563.352823, 1410392.581241 593562.032886))",POINT (1410408.177354 593515.976164),POINT (1410408.176937 593515.962861),"POLYGON ((1410460.330434 593523.977111, 1410346.480498 593461.222096, 1410339.075974 593570.853076, 1410460.330434 593523.977111))"
Run 12_Camera 4 360_60_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_60_3.jpg,39.30061361111111,-76.59161138888888,176.3667382,POINT (1427904.4046451924 595331.4079985704),50837,1602 002,800 N WOLFE ST,"POLYGON ((1427887.2947713276 594972.9737518784, 1427904.2368547332 594973.8462004605, 1428049.407315996 594981.3221734619, 1428049.3289799378 594983.0863978212, 1428045.7781293185 595063.0053900159, 1428045.5295531317 595068.6001431433, 1428035.1294174008 595302.6751985545, 1427884.535339059 595294.9198013715, 1427876.2001053544 595294.4906170783, 1427876.82090584 595279.813878117, 1427880.2145724522 595199.5837178596, 1427880.7649728698 595186.9936352988, 1427881.215021225 595175.9236810519, 1427871.2669872243 595175.3544647022, 1427872.4164281124 595148.1787791948, 1427868.4672434023 595144.0685702657, 1427865.9674029045 595144.0945542185, 1427868.4425404305 595101.1657775241, 1427883.561520447 595061.2320737614, 1427887.2947713276 594972.9737518784))",POINT (1427960.0668697103 595136.853093709),POINT (1427955.167627713 595122.6171738949),35.418018812393775,202.3608021428565,166.33490461410668,10.03183358589331,45.449852398287085,POINT (1427904.404645 595331.407999),"POLYGON ((1427887.294771 594972.973752, 1427904.236855 594973.8462, 1428049.407316 594981.322173, 1428049.32898 594983.086398, 1428045.778129 595063.00539, 1428045.529553 595068.600143, 1428035.129417 595302.675199, 1427884.535339 595294.919801, 1427876.200105 595294.490617, 1427876.820906 595279.813878, 1427880.214572 595199.583718, 1427880.764973 595186.993635, 1427881.215021 595175.923681, 1427871.266987 595175.354465, 1427872.416428 595148.178779, 1427868.467243 595144.06857, 1427865.967403 595144.094554, 1427868.44254 595101.165778, 1427883.56152 595061.232074, 1427887.294771 594972.973752))",POINT (1427960.06687 595136.853094),POINT (1427955.167628 595122.617174),"POLYGON ((1427904.404645 595331.407999, 1427966.700836 595217.306357, 1427857.040937 595210.343226, 1427904.404645 595331.407999))"
Run 12_Camera 4 360_69_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 12_Camera 4 360_69_3.jpg,39.296817222222224,-76.65332611111111,266.058617,POINT (1410444.9198817518 593876.4181044435),83027,2349 046,2301 W LANVALE ST,"POLYGON ((1410383.2111207752 593830.9025726233, 1410408.1813658096 593832.172845481, 1410403.5610746706 593924.063040086, 1410378.5913416408 593922.7927672331, 1410378.8411978015 593917.7828461993, 1410382.9612645952 593835.9027656513, 1410383.2111207752 593830.9025726233))",POINT (1410393.3860672386 593877.4836694939),POINT (1410393.4182830215 593876.8428059253),38.9140337509952,51.54482968397405,270.4724717581672,4.41385475816719,43.32788850916239,POINT (1410444.919882 593876.418104),"POLYGON ((1410383.211121 593830.902573, 1410408.181366 593832.172845, 1410403.561075 593924.06304, 1410378.591342 593922.792767, 1410378.841198 593917.782846, 1410382.961265 593835.902766, 1410383.211121 593830.902573))",POINT (1410393.386067 593877.483669),POINT (1410393.418283 593876.842806),"POLYGON ((1410444.919882 593876.418104, 1410331.154901 593813.509209, 1410323.602152 593923.130078, 1410444.919882 593876.418104))"
